,clip,annotator_id,prolific_user,annotator_gender,annotator_origin,movies_recognition,actors_recognition,experim_group,intensity,variability,gender,frame_start,movie,quartile,sum,exp_sum,face_id,type
1613,2505_1_pirates,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,5,1,Female,2505,PiratesOfCaribbeanHM,q1,3.11835417741515,0.0172668365897751,289,H
1614,2505_1_pirates,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,2,1,Female,2505,PiratesOfCaribbeanHM,q1,3.11835417741515,0.0172668365897751,289,H
1615,22532_41_monster,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,4,3,Male,22532,MonsterInLawHM,q2,8.557893426197476,0.050932577664103,22,H
1616,22532_41_monster,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,4,3,Male,22532,MonsterInLawHM,q2,8.557893426197476,0.050932577664103,22,H
1617,22532_41_monster,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,1,1,Male,22532,MonsterInLawHM,q2,8.557893426197476,0.050932577664103,22,H
1618,22532_41_monster,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,3,2,Male,22532,MonsterInLawHM,q2,8.557893426197476,0.050932577664103,22,H
1619,22532_41_monster,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,3,2,Male,22532,MonsterInLawHM,q2,8.557893426197476,0.050932577664103,22,H
1620,41689_73_bright,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,3,2,Male,41689,BrightStarAM,q4,11.342989577514164,0.0683904189423695,31,A
1621,41689_73_bright,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,3,2,Male,41689,BrightStarAM,q4,11.342989577514164,0.0683904189423695,31,A
1622,41689_73_bright,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,3,2,Male,41689,BrightStarAM,q4,11.342989577514164,0.0683904189423695,31,A
1623,41689_73_bright,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,1,1,Male,41689,BrightStarAM,q4,11.342989577514164,0.0683904189423695,31,A
1624,41689_73_bright,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,4,2,Male,41689,BrightStarAM,q4,11.342989577514164,0.0683904189423695,31,A
1625,6905_6_monster,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,2,3,Male,6905,MonsterInLawHM,q2,6.2245095659580265,0.0346988219595146,4,H
1626,6905_6_monster,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,1,1,Male,6905,MonsterInLawHM,q2,6.2245095659580265,0.0346988219595146,4,H
1627,6905_6_monster,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,2,1,Male,6905,MonsterInLawHM,q2,6.2245095659580265,0.0346988219595146,4,H
1628,6905_6_monster,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,2,2,Male,6905,MonsterInLawHM,q2,6.2245095659580265,0.0346988219595146,4,H
1629,6905_6_monster,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,2,2,Male,6905,MonsterInLawHM,q2,6.2245095659580265,0.0346988219595146,4,H
1630,111161_245_click,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,3,1,Male,111161,ClickHM,q4,12.390626202773037,0.0760295418899084,431,H
1631,111161_245_click,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,4,1,Male,111161,ClickHM,q4,12.390626202773037,0.0760295418899084,431,H
1632,111161_245_click,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,4,3,Male,111161,ClickHM,q4,12.390626202773037,0.0760295418899084,431,H
1633,111161_245_click,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,3,1,Male,111161,ClickHM,q4,12.390626202773037,0.0760295418899084,431,H
1634,111161_245_click,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,3,1,Male,111161,ClickHM,q4,12.390626202773037,0.0760295418899084,431,H
1635,113057_121_kvant,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,3,1,Female,113057,QuantumOfSolaceHM,q2,7.526138954710659,0.0416791410252846,67,H
1636,113057_121_kvant,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,1,1,Female,113057,QuantumOfSolaceHM,q2,7.526138954710659,0.0416791410252846,67,H
1637,113057_121_kvant,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,2,2,Female,113057,QuantumOfSolaceHM,q2,7.526138954710659,0.0416791410252846,67,H
1638,113057_121_kvant,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,1,1,Female,113057,QuantumOfSolaceHM,q2,7.526138954710659,0.0416791410252846,67,H
1639,113057_121_kvant,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,2,1,Female,113057,QuantumOfSolaceHM,q2,7.526138954710659,0.0416791410252846,67,H
1640,55585_89_spider,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,4,1,Male,55585,SpiderAM,q3,9.748180189157091,0.0598981608577653,41,A
1641,55585_89_spider,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,5,1,Male,55585,SpiderAM,q3,9.748180189157091,0.0598981608577653,41,A
1642,55585_89_spider,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,3,2,Male,55585,SpiderAM,q3,9.748180189157091,0.0598981608577653,41,A
1643,55585_89_spider,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,3,1,Male,55585,SpiderAM,q3,9.748180189157091,0.0598981608577653,41,A
1644,55585_89_spider,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,5,1,Male,55585,SpiderAM,q3,9.748180189157091,0.0598981608577653,41,A
1645,41414_56_clean,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,3,2,Male,41414,CleanAM,q3,9.124524144485015,0.0519049732847862,27,A
1646,41414_56_clean,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,2,1,Male,41414,CleanAM,q3,9.124524144485015,0.0519049732847862,27,A
1647,41414_56_clean,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,2,2,Male,41414,CleanAM,q3,9.124524144485015,0.0519049732847862,27,A
1648,41414_56_clean,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,2,1,Male,41414,CleanAM,q3,9.124524144485015,0.0519049732847862,27,A
1649,41414_56_clean,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,4,1,Male,41414,CleanAM,q3,9.124524144485015,0.0519049732847862,27,A
1650,66849_179_newyork,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,1,1,Male,66849,SynecdocheAM,q4,12.078194102615226,0.0702587053893193,70,A
1651,66849_179_newyork,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,3,1,Male,66849,SynecdocheAM,q4,12.078194102615226,0.0702587053893193,70,A
1652,66849_179_newyork,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,4,2,Male,66849,SynecdocheAM,q4,12.078194102615226,0.0702587053893193,70,A
1653,66849_179_newyork,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,4,2,Male,66849,SynecdocheAM,q4,12.078194102615226,0.0702587053893193,70,A
1654,66849_179_newyork,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,4,3,Male,66849,SynecdocheAM,q4,12.078194102615226,0.0702587053893193,70,A
1655,165881_413_allornothing,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,4,2,Female,165881,AllOrNothingAM,q3,10.25932873099384,0.0609216756921178,198,A
1656,165881_413_allornothing,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,7,1,Female,165881,AllOrNothingAM,q3,10.25932873099384,0.0609216756921178,198,A
1657,165881_413_allornothing,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,5,3,Female,165881,AllOrNothingAM,q3,10.25932873099384,0.0609216756921178,198,A
1658,165881_413_allornothing,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,6,2,Female,165881,AllOrNothingAM,q3,10.25932873099384,0.0609216756921178,198,A
1659,165881_413_allornothing,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,5,1,Female,165881,AllOrNothingAM,q3,10.25932873099384,0.0609216756921178,198,A
1660,79617_140_spider,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,3,2,Female,79617,SpiderAM,q1,4.028535344666764,0.0221565743738973,65,A
1661,79617_140_spider,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,3,1,Female,79617,SpiderAM,q1,4.028535344666764,0.0221565743738973,65,A
1662,79617_140_spider,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,4,2,Female,79617,SpiderAM,q1,4.028535344666764,0.0221565743738973,65,A
1663,79617_140_spider,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,3,2,Female,79617,SpiderAM,q1,4.028535344666764,0.0221565743738973,65,A
1664,79617_140_spider,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,5,2,Female,79617,SpiderAM,q1,4.028535344666764,0.0221565743738973,65,A
1665,79341_185_allornothing,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,2,3,Male,79341,AllOrNothingAM,q2,6.82808832275603,0.0392468794018088,62,A
1666,79341_185_allornothing,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,3,5,Male,79341,AllOrNothingAM,q2,6.82808832275603,0.0392468794018088,62,A
1667,79341_185_allornothing,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,3,2,Male,79341,AllOrNothingAM,q2,6.82808832275603,0.0392468794018088,62,A
1668,79341_185_allornothing,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,2,2,Male,79341,AllOrNothingAM,q2,6.82808832275603,0.0392468794018088,62,A
1669,79341_185_allornothing,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,3,4,Male,79341,AllOrNothingAM,q2,6.82808832275603,0.0392468794018088,62,A
1670,115927_344_copy,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,1,2,Female,115927,CertifiedCopyAM,q1,4.276704554364186,0.023823004904878,126,A
1671,115927_344_copy,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,3,1,Female,115927,CertifiedCopyAM,q1,4.276704554364186,0.023823004904878,126,A
1672,115927_344_copy,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,3,3,Male,115927,CertifiedCopyAM,q1,4.276704554364186,0.023823004904878,126,A
1673,115927_344_copy,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,2,1,Female,115927,CertifiedCopyAM,q1,4.276704554364186,0.023823004904878,126,A
1674,115927_344_copy,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,3,2,Female,115927,CertifiedCopyAM,q1,4.276704554364186,0.023823004904878,126,A
1675,86513_91_kvant,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,3,4,Male,86513,QuantumOfSolaceHM,q4,11.65044899984916,0.0688566637551726,47,H
1676,86513_91_kvant,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,3,2,Male,86513,QuantumOfSolaceHM,q4,11.65044899984916,0.0688566637551726,47,H
1677,86513_91_kvant,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,3,4,Male,86513,QuantumOfSolaceHM,q4,11.65044899984916,0.0688566637551726,47,H
1678,86513_91_kvant,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,4,2,Male,86513,QuantumOfSolaceHM,q4,11.65044899984916,0.0688566637551726,47,H
1679,86513_91_kvant,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,2,3,Male,86513,QuantumOfSolaceHM,q4,11.65044899984916,0.0688566637551726,47,H
1680,90169_192_monster,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,3,2,Female,90169,MonsterInLawHM,q1,4.379570857031026,0.0241085804426273,108,H
1681,90169_192_monster,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,4,1,Female,90169,MonsterInLawHM,q1,4.379570857031026,0.0241085804426273,108,H
1682,90169_192_monster,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,4,2,Male,90169,MonsterInLawHM,q1,4.379570857031026,0.0241085804426273,108,H
1683,90169_192_monster,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,5,2,Female,90169,MonsterInLawHM,q1,4.379570857031026,0.0241085804426273,108,H
1684,90169_192_monster,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,4,2,Female,90169,MonsterInLawHM,q1,4.379570857031026,0.0241085804426273,108,H
1685,130041_308_click,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,4,5,Female,130041,ClickHM,q4,14.16230606461193,0.0875678887061494,552,H
1686,130041_308_click,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,4,2,Female,130041,ClickHM,q4,14.16230606461193,0.0875678887061494,552,H
1687,130041_308_click,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,3,3,Female,130041,ClickHM,q4,14.16230606461193,0.0875678887061494,552,H
1688,130041_308_click,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,3,2,Female,130041,ClickHM,q4,14.16230606461193,0.0875678887061494,552,H
1689,130041_308_click,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,4,4,Female,130041,ClickHM,q4,14.16230606461193,0.0875678887061494,552,H
1690,52443_109_click,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,5,2,Male,52443,ClickHM,q3,8.958455094899938,0.0545428414136232,506,H
1691,52443_109_click,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,7,7,Male,52443,ClickHM,q3,8.958455094899938,0.0545428414136232,506,H
1692,52443_109_click,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,4,4,Male,52443,ClickHM,q3,8.958455094899938,0.0545428414136232,506,H
1693,52443_109_click,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,4,3,Male,52443,ClickHM,q3,8.958455094899938,0.0545428414136232,506,H
1694,52443_109_click,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,4,3,Male,52443,ClickHM,q3,8.958455094899938,0.0545428414136232,506,H
1695,112913_120_kvant,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,1,2,Female,112913,QuantumOfSolaceHM,q3,8.638355186901434,0.0490946840878005,66,H
1696,112913_120_kvant,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,3,1,Female,112913,QuantumOfSolaceHM,q3,8.638355186901434,0.0490946840878005,66,H
1697,112913_120_kvant,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,3,2,Female,112913,QuantumOfSolaceHM,q3,8.638355186901434,0.0490946840878005,66,H
1698,112913_120_kvant,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,2,1,Female,112913,QuantumOfSolaceHM,q3,8.638355186901434,0.0490946840878005,66,H
1699,112913_120_kvant,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,2,1,Female,112913,QuantumOfSolaceHM,q3,8.638355186901434,0.0490946840878005,66,H
1700,103905_226_click,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,3,2,Male,103905,ClickHM,q4,14.857424344283729,0.0866880875732862,393,H
1701,103905_226_click,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,6,4,Male,103905,ClickHM,q4,14.857424344283729,0.0866880875732862,393,H
1702,103905_226_click,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,4,3,Male,103905,ClickHM,q4,14.857424344283729,0.0866880875732862,393,H
1703,103905_226_click,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,3,2,Male,103905,ClickHM,q4,14.857424344283729,0.0866880875732862,393,H
1704,103905_226_click,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,3,2,Male,103905,ClickHM,q4,14.857424344283729,0.0866880875732862,393,H
1705,115129_253_click,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,3,2,Male,115129,ClickHM,q4,11.659735863649036,0.068180767782116,446,H
1706,115129_253_click,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,3,1,Male,115129,ClickHM,q4,11.659735863649036,0.068180767782116,446,H
1707,115129_253_click,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,3,2,Male,115129,ClickHM,q4,11.659735863649036,0.068180767782116,446,H
1708,115129_253_click,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,1,1,Male,115129,ClickHM,q4,11.659735863649036,0.068180767782116,446,H
1709,115129_253_click,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,1,1,Male,115129,ClickHM,q4,11.659735863649036,0.068180767782116,446,H
1710,140929_332_allornothing,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,2,2,Female,140929,AllOrNothingAM,q2,8.36801528151554,0.0485449970516213,146,A
1711,140929_332_allornothing,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,4,2,Female,140929,AllOrNothingAM,q2,8.36801528151554,0.0485449970516213,146,A
1712,140929_332_allornothing,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,5,5,Female,140929,AllOrNothingAM,q2,8.36801528151554,0.0485449970516213,146,A
1713,140929_332_allornothing,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,4,2,Female,140929,AllOrNothingAM,q2,8.36801528151554,0.0485449970516213,146,A
1714,140929_332_allornothing,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,5,3,Female,140929,AllOrNothingAM,q2,8.36801528151554,0.0485449970516213,146,A
1715,122396_216_spider,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,3,1,Male,122396,SpiderAM,q3,8.20795638648049,0.0481525383451763,101,A
1716,122396_216_spider,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,5,1,Male,122396,SpiderAM,q3,8.20795638648049,0.0481525383451763,101,A
1717,122396_216_spider,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,5,3,Male,122396,SpiderAM,q3,8.20795638648049,0.0481525383451763,101,A
1718,122396_216_spider,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,3,2,Male,122396,SpiderAM,q3,8.20795638648049,0.0481525383451763,101,A
1719,122396_216_spider,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,4,1,Male,122396,SpiderAM,q3,8.20795638648049,0.0481525383451763,101,A
1720,60121_131_click,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,3,1,Male,60121,ClickHM,q4,15.216997446495212,0.0934249483103024,369,H
1721,60121_131_click,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,5,7,Male,60121,ClickHM,q4,15.216997446495212,0.0934249483103024,369,H
1722,60121_131_click,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,2,1,Male,60121,ClickHM,q4,15.216997446495212,0.0934249483103024,369,H
1723,60121_131_click,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,3,2,Male,60121,ClickHM,q4,15.216997446495212,0.0934249483103024,369,H
1724,60121_131_click,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,2,2,Male,60121,ClickHM,q4,15.216997446495212,0.0934249483103024,369,H
1725,95650_170_spider,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,3,2,Male,95650,SpiderAM,q1,3.665891953722726,0.0208685956034396,79,A
1726,95650_170_spider,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,5,2,Male,95650,SpiderAM,q1,3.665891953722726,0.0208685956034396,79,A
1727,95650_170_spider,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,5,2,Male,95650,SpiderAM,q1,3.665891953722726,0.0208685956034396,79,A
1728,95650_170_spider,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,3,1,Male,95650,SpiderAM,q1,3.665891953722726,0.0208685956034396,79,A
1729,95650_170_spider,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,3,1,Male,95650,SpiderAM,q1,3.665891953722726,0.0208685956034396,79,A
1730,86345_196_allornothing,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,5,3,Female,86345,AllOrNothingAM,q2,6.525567813311807,0.0383063558755812,68,A
1731,86345_196_allornothing,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,3,1,Female,86345,AllOrNothingAM,q2,6.525567813311807,0.0383063558755812,68,A
1732,86345_196_allornothing,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,3,2,Female,86345,AllOrNothingAM,q2,6.525567813311807,0.0383063558755812,68,A
1733,86345_196_allornothing,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,3,2,Female,86345,AllOrNothingAM,q2,6.525567813311807,0.0383063558755812,68,A
1734,86345_196_allornothing,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,4,1,Female,86345,AllOrNothingAM,q2,6.525567813311807,0.0383063558755812,68,A
1735,134745_320_click,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,2,1,Male,134745,ClickHM,q2,7.365760637052976,0.0411410685776667,575,H
1736,134745_320_click,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,3,1,Male,134745,ClickHM,q2,7.365760637052976,0.0411410685776667,575,H
1737,134745_320_click,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,4,3,Male,134745,ClickHM,q2,7.365760637052976,0.0411410685776667,575,H
1738,134745_320_click,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,3,1,Male,134745,ClickHM,q2,7.365760637052976,0.0411410685776667,575,H
1739,134745_320_click,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,4,3,Male,134745,ClickHM,q2,7.365760637052976,0.0411410685776667,575,H
1740,92369_248_newyork,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,2,2,Male,92369,SynecdocheAM,q2,7.32888943929471,0.0408759366621068,92,A
1741,92369_248_newyork,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,4,4,Male,92369,SynecdocheAM,q2,7.32888943929471,0.0408759366621068,92,A
1742,92369_248_newyork,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,4,3,Male,92369,SynecdocheAM,q2,7.32888943929471,0.0408759366621068,92,A
1743,92369_248_newyork,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,3,1,Male,92369,SynecdocheAM,q2,7.32888943929471,0.0408759366621068,92,A
1744,92369_248_newyork,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,5,2,Male,92369,SynecdocheAM,q2,7.32888943929471,0.0408759366621068,92,A
1745,10529_3_dark_batman,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,4,1,Male,10529,TheDarkKnightHM,q4,14.472616192652358,0.0844338311958276,3,H
1746,10529_3_dark_batman,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,2,1,Male,10529,TheDarkKnightHM,q4,14.472616192652358,0.0844338311958276,3,H
1747,10529_3_dark_batman,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,4,3,Male,10529,TheDarkKnightHM,q4,14.472616192652358,0.0844338311958276,3,H
1748,10529_3_dark_batman,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,2,2,Male,10529,TheDarkKnightHM,q4,14.472616192652358,0.0844338311958276,3,H
1749,10529_3_dark_batman,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,4,2,Male,10529,TheDarkKnightHM,q4,14.472616192652358,0.0844338311958276,3,H
1750,134617_319_click,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,2,2,Male,134617,ClickHM,q3,10.226758915800932,0.0578915523295985,573,H
1751,134617_319_click,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,2,1,Male,134617,ClickHM,q3,10.226758915800932,0.0578915523295985,573,H
1752,134617_319_click,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,5,3,Male,134617,ClickHM,q3,10.226758915800932,0.0578915523295985,573,H
1753,134617_319_click,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,2,1,Male,134617,ClickHM,q3,10.226758915800932,0.0578915523295985,573,H
1754,134617_319_click,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,2,1,Male,134617,ClickHM,q3,10.226758915800932,0.0578915523295985,573,H
1755,42089_122_copy,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,3,4,Female,42089,CertifiedCopyAM,q1,4.279085081940266,0.0239408373531311,46,A
1756,42089_122_copy,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,2,1,Female,42089,CertifiedCopyAM,q1,4.279085081940266,0.0239408373531311,46,A
1757,42089_122_copy,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,2,1,Female,42089,CertifiedCopyAM,q1,4.279085081940266,0.0239408373531311,46,A
1758,42089_122_copy,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,2,2,Female,42089,CertifiedCopyAM,q1,4.279085081940266,0.0239408373531311,46,A
1759,42089_122_copy,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,4,3,Female,42089,CertifiedCopyAM,q1,4.279085081940266,0.0239408373531311,46,A
1760,201265_336_dark_batman,R_2OtQC8b2TKvdo6B,0,Male,Western (European),Several,Many,7,4,1,Male,201265,TheDarkKnightHM,q3,8.32851031285524,0.0513757285425779,123,H
1761,201265_336_dark_batman,R_4JECmGOyGP4gNuG,0,Male,Western (European),Several,Many,7,7,2,Male,201265,TheDarkKnightHM,q3,8.32851031285524,0.0513757285425779,123,H
1762,201265_336_dark_batman,R_5zNlLWOhUb0cFFv,1,Female,Western (North American),Many,Many,7,3,3,Male,201265,TheDarkKnightHM,q3,8.32851031285524,0.0513757285425779,123,H
1763,201265_336_dark_batman,R_7Q0B7g9RxECzXxR,0,Female,Western (European),A few,All of them,7,6,2,Male,201265,TheDarkKnightHM,q3,8.32851031285524,0.0513757285425779,123,H
1764,201265_336_dark_batman,R_4YkUX5kNejaaDfX,0,Male,Western (European),I did not recognise any,Many,7,6,2,Male,201265,TheDarkKnightHM,q3,8.32851031285524,0.0513757285425779,123,H
